Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
19092,378.0978989,53.05154176,Social,343.326111,98,14.71868606
5785,305.4985175,51.72936386,Organic,394.0563863,34,1.536493729
19068,496.7611838,55.25646837,Referral,175.8429724,95,12.22589661
9922,725.6571433,40.85052649,Direct,291.0951626,51,4.052570662
17773,357.0719868,69.12395928,Organic,575.2431037,94,1.714983227
18039,561.4199862,30.12065484,Direct,156.3084221,29,9.148195536
17205,303.5045507,38.51338287,Organic,244.8080757,83,13.59864406
7636,418.7639583,55.82109539,Direct,567.6093783,21,11.8436384
16101,863.2821531,34.73571204,Social,259.3683402,82,1.604435793
9701,377.7056905,66.29056762,Direct,81.3584605,97,1.837541243
11589,497.5888286,61.71794707,Direct,199.2485694,96,14.69038729
6657,320.1217981,28.06623237,Referral,238.1255031,50,5.618112748
12795,422.8466636,27.54815816,Organic,148.2599662,93,4.170549887
10806,716.8352715,32.55150454,Referral,384.8576042,72,5.633831907
12438,419.4624739,64.79327384,Social,50.94369449,27,14.63529133
16977,499.709696,42.59429843,Direct,407.9182136,48,19.51468082
8292,604.1772581,68.53242284,Direct,213.5965428,61,15.70778155
14256,102.7871227,36.85606182,Referral,229.8027532,56,12.83427117
18658,295.3713268,54.80165258,Direct,593.3123786,30,10.24337949
17235,133.5378875,34.9116148,Referral,379.8197117,23,14.3408794
17350,474.293104,49.32680599,Referral,169.4414347,58,3.382810998
7971,234.3857588,51.62662782,Organic,201.9272998,21,5.9457879
5206,861.9928838,55.80098479,Direct,567.7864595,86,2.653502253
11582,263.2450123,63.17681748,Direct,322.1177368,27,1.961914112
8649,641.1017177,66.25240406,Referral,354.7024343,51,18.64593583
10045,106.4414281,38.57071754,Referral,92.26637417,92,5.86362503
8848,261.9909495,50.68825844,Direct,474.5784882,93,3.887542998
8970,151.5508305,32.37020279,Direct,477.4539503,94,8.939999025
9933,405.8644879,46.77155125,Referral,487.1020949,35,13.42129875
6554,403.8546618,51.32168044,Direct,451.544352,74,15.92113161
13548,440.426549,45.64975479,Social,248.2630127,71,12.4476965
11633,736.9308704,24.83270504,Referral,573.1867711,63,5.962094434
13987,781.3239188,56.49965229,Direct,32.02006929,93,18.87794612
16808,100.0477242,61.83143225,Referral,414.9110602,97,11.90193558
5487,208.6136742,64.64263483,Organic,347.0259328,25,9.984518261
8640,672.3705224,55.6429078,Direct,134.2369975,84,15.08663094
15504,581.0488449,23.45695066,Organic,332.7100307,95,2.619890517
15783,613.0586627,20.31179763,Referral,198.3678163,24,15.23306175
7478,276.9759632,66.18532079,Direct,525.0918761,92,5.498986481
13984,472.1720613,44.94934369,Social,544.8921534,77,6.024232685
8517,639.5990331,54.23361564,Direct,142.6771079,16,5.539570832
12157,328.2754625,63.72266917,Social,185.6126966,68,11.38217438
13370,839.2707593,51.64461606,Organic,390.3837079,30,14.99727947
6521,855.8836384,47.74590196,Social,340.1484297,88,4.559837822
9215,802.4987716,54.7285804,Direct,387.7045203,57,12.38729222
7702,524.3395177,28.7852857,Direct,253.3341206,15,19.29388457
18797,874.4240733,51.43033632,Social,441.6667787,39,16.09876008
10089,762.4701932,47.97760591,Direct,323.6353746,54,10.59065624
8347,402.0109161,27.00350558,Social,265.8046877,2,5.166759513
12538,852.5017826,67.35102071,Referral,159.2710589,82,12.29745471
7999,500.2174325,37.20212717,Organic,162.8937272,75,13.3708658
9229,411.7984437,47.0335136,Referral,396.696536,59,14.59580456
14732,718.6184192,33.83797695,Social,34.51223308,57,8.274931031
9940,548.7547446,65.70804186,Social,57.94090889,21,17.39374629
10372,783.7883537,58.08460794,Direct,299.8097803,35,15.29353666
12947,135.3000793,65.45269945,Referral,271.0868151,87,13.48292374
13573,436.595049,50.07159709,Organic,349.269545,2,4.12822286
13014,414.0784872,45.83459358,Organic,398.1298526,53,15.16608753
13219,758.0626685,35.41673916,Referral,535.1903064,31,15.80063696
13186,701.9615948,68.1234649,Direct,526.1071903,93,8.1303985
5755,620.0439004,39.24985413,Direct,272.6284893,60,10.30801254
7546,755.1402321,20.16586099,Social,231.7141301,86,15.00707317
9634,524.5983227,39.66754439,Social,497.2735002,2,8.338881416
10091,137.457202,66.95385096,Organic,473.7986012,39,8.465998827
12298,329.6692698,67.99924979,Referral,60.44197758,78,17.44683585
12573,329.3389084,53.48818446,Social,128.6877476,89,18.08438752
15466,192.425805,44.45651359,Direct,144.1799233,27,18.60568177
11330,871.6643391,36.91924224,Organic,218.642055,58,9.735122564
10828,415.6909044,22.35228706,Direct,336.9613026,40,19.60678802
6194,573.6859253,61.15595355,Referral,453.8583928,65,5.435684816
9092,289.5775569,68.91218869,Social,385.9675225,65,14.7835142
17330,645.6476571,30.55232937,Direct,459.0298734,63,15.34093932
12599,657.26479,69.81135571,Referral,441.6857753,44,6.773732078
7813,416.4158377,60.15245758,Organic,278.4728658,72,8.22763899
13422,228.4181477,33.22988854,Organic,220.1435697,54,12.54329389
18855,624.0883396,43.56183915,Organic,192.0221918,64,1.317582538
8136,759.5318226,32.47058094,Referral,37.88077987,14,6.479747114
9972,353.7900625,39.19503599,Social,575.2775352,20,18.59497657
16731,428.037894,21.29714136,Direct,433.6893735,5,17.8265235
10939,319.1666364,32.45374007,Referral,188.3638007,9,1.742537742
15189,885.2636941,53.42845437,Organic,429.7777236,46,10.25544642
14833,335.6792243,26.95531443,Organic,298.8445927,97,11.76479229
11273,149.087029,60.25850017,Social,202.2261517,48,9.771491604
15389,338.4814608,27.61956923,Direct,257.9469983,67,10.39799947
6102,612.4929088,51.44600002,Referral,108.0393301,11,3.08009126
11149,373.6930644,30.87364966,Referral,271.5421077,79,18.28919002
13848,564.1455669,58.69690276,Organic,207.8542739,49,2.209016379
8923,214.1019579,59.46402167,Direct,590.0481849,35,1.928229993
13897,450.2441508,37.64673703,Referral,398.5879355,99,11.92401418
5772,489.4666716,63.50479507,Direct,214.3249226,36,16.30162435
5230,556.914184,46.25083998,Organic,30.93009625,70,1.711645675
18648,819.6736118,62.10571922,Referral,294.448876,80,9.003969114
9291,495.6499589,44.44136129,Social,278.6130486,49,15.37667862
11037,643.5819808,42.27766977,Direct,475.2433436,99,15.35939439
16880,467.6957286,37.07680738,Referral,170.9454687,12,7.512553125
6155,656.1034015,62.10503253,Direct,32.33970083,82,12.08503119
12950,405.9482775,60.00396847,Referral,134.3147913,60,4.080101483
11707,241.9986156,25.07074248,Social,569.88944,9,7.230693961
19512,111.4945685,69.03250045,Referral,569.3632721,93,13.27347525
13869,839.534092,48.05874816,Direct,231.3327866,53,4.284588615
5529,152.0690825,39.60685552,Organic,454.6999234,79,6.439424673
16929,686.0453428,61.26508894,Direct,44.27911941,9,10.07514178
16887,712.151715,57.49690515,Social,559.5603137,1,12.14984453
14503,388.7791646,44.6010027,Referral,148.00963,30,10.47738968
15385,308.9459248,50.64748087,Organic,158.3778273,77,6.378333935
16870,461.3541535,51.32756005,Direct,31.42342232,52,15.57675786
11310,897.8594006,67.39091305,Social,368.8971429,18,15.93846293
19613,152.241663,60.90592288,Direct,557.1585116,42,6.888246649
13025,644.6671449,64.50447181,Direct,587.4804434,3,2.073708481
6857,836.2988066,69.96713034,Social,465.3041356,10,16.1815664
10553,528.5304179,64.08272306,Organic,313.1380365,46,19.61163108
10217,179.6174969,45.95768646,Organic,151.6755372,98,2.853666107
13880,591.3980771,41.23477464,Organic,97.77585322,8,14.06214108
19280,587.4558549,20.89813576,Social,87.71870064,48,19.8198247
7440,716.8046789,30.13104801,Social,475.8147563,66,7.891150855
14511,470.606589,36.47700906,Referral,157.605787,19,7.104644193
19670,823.3584135,35.61309312,Referral,443.1095646,61,6.252518619
14886,746.7313238,55.33253703,Organic,166.4111239,73,16.45197472
13224,533.5962598,52.00462945,Social,195.0655996,17,6.86396742
10411,820.3273354,53.10954539,Social,438.9989013,8,10.82055508
19368,731.7383923,63.21667869,Referral,527.5287055,95,9.209248336
18251,411.3407749,47.5918366,Referral,535.8773649,6,16.77030372
18906,872.9102309,33.17063447,Referral,252.2799136,48,14.68600066
18872,700.1694873,69.01180492,Social,378.3031853,93,7.456136115
18315,813.0664194,48.48040502,Direct,469.3269924,83,1.994209199
16200,433.8811949,49.84970741,Organic,328.2364272,17,6.802729828
10385,748.5247531,58.37434684,Social,112.7224266,27,8.86387281
13774,865.4924793,56.94530667,Direct,70.73183629,64,12.87428699
10965,342.708882,66.10520962,Direct,356.5999737,43,10.89550354
16907,206.6888104,20.79819572,Referral,138.3440123,91,16.30776528
15192,524.0977808,62.50805806,Social,124.0494348,23,18.95795005
17395,164.9701267,57.08685652,Referral,445.3298874,70,2.485562152
12727,787.2384714,68.17060922,Social,578.1251528,62,8.490590435
8456,395.3993208,20.90856333,Social,81.67591394,82,8.372460163
6423,757.1740661,49.61723105,Organic,90.31318441,41,7.721757572
16440,480.7486076,21.22389365,Referral,456.4480798,67,15.4498354
19800,142.2972868,30.08181564,Direct,422.7468708,32,1.368402461
18754,539.4211844,24.05090682,Social,240.0374064,26,13.89736548
15665,780.9902011,69.59451495,Referral,349.1561341,40,18.09954582
18386,207.3501763,36.41804082,Referral,502.5768849,56,8.072141516
5479,440.1144906,42.01041547,Social,566.0666752,57,11.85079695
12146,485.1182953,20.95252508,Social,153.1636301,4,4.842311407
12885,292.6280586,60.90629016,Social,528.638702,59,5.220179293
16688,513.4152708,34.03841533,Direct,427.8754126,7,17.04982829
13604,470.588236,26.92315159,Direct,551.9206176,39,3.983518519
